n,m,r,q
60,52,-4.344071958276118e-16,-1.6323004401854494e-15
60,53,2.565184885093745e-15,-2.3105857504570703e-15
60,54,4.641219957761394e-16,1.3012670051677184e-15
60,55,-1.4360664254922886e-15,-8.970233073169225e-16
60,56,2.487201858006107e-15,-1.388000877104962e-15
60,57,1.7017528184287326e-15,1.8845370291043465e-15
60,58,-1.7935611152511187e-16,-6.707197650733682e-17
60,59,8.70423580823171e-16,-3.2436344740242597e-16
60,60,7.998403189251892e-16,3.888956926974349e-17
61,0,7.019099024838367e-15,0.0
61,1,5.644501735222819e-14,4.237344925042241e-15
61,2,-4.3107054243605614e-15,-1.654260145212268e-14
61,3,1.8961879778953274e-14,-1.8564059323855788e-14
61,4,-1.4568553076002109e-16,7.799081086003538e-15
61,5,4.972433481753098e-15,4.3044317747336104e-15
61,6,-1.859386903532014e-15,-1.5741207185793527e-15
61,7,2.1160798289070288e-15,1.2962589988898454e-15
61,8,3.1109094897784595e-15,9.925547882922858e-15
61,9,-4.192030218249798e-15,9.290080544029209e-16
61,10,1.1897883857116563e-14,-4.004652467329266e-15
61,11,1.0364003801864585e-15,1.1011074714021352e-14
61,12,-2.068303386719645e-15,-3.4476439657530484e-15
61,13,6.739088981952399e-15,-5.603785513059539e-17
61,14,-1.1760364875853781e-15,5.708457844911058e-15
61,15,1.049066155862998e-16,-5.322077700549029e-16
61,16,-1.508734075996412e-15,3.566251027396276e-15
61,17,5.800837312302619e-17,5.048149235275099e-16
61,18,2.082194158436487e-15,3.38128833141278e-15
61,19,-3.759500920604757e-15,6.209437792182987e-15
61,20,-1.4376194814677428e-17,-4.0834224623886605e-15
61,21,4.690336774809984e-15,5.760151301679267e-15
61,22,-5.704561079994685e-15,1.8827313803270525e-15
61,23,8.801697617399965e-16,-2.8755308522099353e-15
61,24,-7.403699320849522e-17,2.9141017139551153e-15
61,25,-1.5768235666630635e-15,1.4867941696196256e-15
61,26,6.101260231163522e-16,2.8870822496056015e-15
61,27,-3.9704621635860716e-15,-1.292649454133392e-15
61,28,2.3321207939822448e-15,-2.835960602202001e-15
61,29,-2.0627831047283997e-15,5.149998547004668e-15
61,30,-4.702087597440901e-15,-1.8798905569242082e-15
61,31,1.6360163518592769e-15,-1.9042033578480192e-15
61,32,-1.0717246364523818e-15,4.499603112009848e-15
61,33,-4.088352025088041e-15,-5.5630777651657145e-16
61,34,8.565466582120399e-16,1.1797527062878699e-15
61,35,-1.944405637137886e-15,-9.5313268582514e-16
61,36,4.331322763550791e-16,2.8716539811095594e-16
61,37,-4.317219347898496e-15,5.976857006136709e-16
61,38,2.9202006151979753e-16,-7.953772522017724e-16
61,39,6.155867692831037e-16,1.770618549085492e-15
61,40,-1.5074445266677978e-15,-2.3793875593936857e-16
61,41,1.993851791997434e-16,-1.778677635909946e-15
61,42,-4.940072963587318e-16,4.7706236144789e-16
61,43,4.7128582128338086e-17,-5.854207418780015e-16
61,44,8.24344781190388e-18,1.3773547468693983e-15
61,45,-1.1204514710447495e-15,-9.09759393415724e-16
61,46,1.2668057513526043e-15,-4.204520622633991e-16
61,47,-6.052263141583003e-16,7.026895104335103e-16
61,48,8.0294133860936685e-16,-1.1454672140256984e-15
61,49,-2.509639788729212e-16,-6.055109920563737e-16
61,50,1.163162803102157e-15,-8.117998963886616e-16
61,51,2.9750207071878326e-16,2.0665899586405954e-15
61,52,-4.2749703572677004e-16,-1.606335268607509e-15
61,53,2.5243802243641116e-15,-2.2738310244402436e-15
61,54,4.567391592855394e-16,1.2805676166078197e-15
61,55,-1.4132227686401283e-15,-8.827542649822593e-16
61,56,2.4476376813372803e-15,-1.3659218038920263e-15
61,57,1.6746828607016333e-15,1.8545595040721797e-15
61,58,-1.7650307534705837e-16,-6.600505565428189e-17
61,59,8.565776630833025e-16,-3.1920376456581574e-16
61,60,7.871171764174977e-16,3.827094887742995e-17
61,61,1.0065819371435608e-15,5.145097064658933e-16
62,0,6.909206536252935e-15,0.0
62,1,5.556130230516386e-14,4.171004162907394e-15
62,2,-4.243216114840155e-15,-1.6283607009272147e-14
62,3,1.8665008606486103e-14,-1.827341651198962e-14
62,4,-1.4340464749146272e-16,7.676977034445405e-15
62,5,4.894584018780469e-15,4.2370406867894456e-15
62,6,-1.830275951635022e-15,-1.5494759539897043e-15
62,7,2.08295003865601e-15,1.2759644957441878e-15
62,8,3.062204437408342e-15,9.770151420560885e-15
62,9,-4.1263989126821424e-15,9.144633091794983e-16
62,10,1.1711608088484124e-14,-3.941954787185804e-15
62,11,1.0201742781544816e-15,1.0838683015593677e-14
62,12,-2.0359215944822097e-15,-3.393666927701235e-15
62,13,6.633580389410143e-15,-5.5160514700791036e-17
62,14,-1.1576242133275714e-15,5.6190850299183605e-15
62,15,1.03264175578678e-16,-5.238754134249602e-16
62,16,-1.4851130184164892e-15,3.510417052275808e-15
62,17,5.710018184965568e-17,4.969114350562413e-16
62,18,2.0495948893595125e-15,3.3283501711091665e-15
62,19,-3.7006413845670825e-15,6.1122215299127554e-15
62,20,-1.415111808916275e-17,-4.019491542658137e-15
62,21,4.616903877131281e-15,5.66996916307e-15
62,22,-5.615249273571973e-15,1.853254942398213e-15
62,23,8.663896390842285e-16,-2.8305109372272124e-15
62,24,-7.28778544925043e-17,2.8684779254597004e-15
62,25,-1.5521364857161252e-15,1.4635166078220737e-15
62,26,6.005737619509624e-16,2.8418814835190604e-15
62,27,-3.908299774019155e-15,-1.27241146277857e-15
62,28,2.2956086210059642e-15,-2.7915602073645178e-15
62,29,-2.0304877391852688e-15,5.069369088075681e-15
62,30,-4.628470726415011e-15,-1.8504585955232344e-15
62,31,1.610402536234783e-15,-1.8743907501292568e-15
62,32,-1.054945490444995e-15,4.429156380616583e-15
62,33,-4.0243439270885174e-15,-5.475981051236333e-16
62,34,8.431363838267709e-16,1.161282250129523e-15
62,35,-1.9139636140906984e-15,-9.382102403051676e-16
62,36,4.263510664637671e-16,2.82669476323506e-16
62,37,-4.2496280550230315e-15,5.883282077502794e-16
62,38,2.8744813410237224e-16,-7.829246588846824e-16
62,39,6.059490135287825e-16,1.7428973731901267e-15
62,40,-1.4838436585430134e-15,-2.3421353680104746e-16
62,41,1.9626356295643695e-16,-1.7508302852585713e-15
62,42,-4.862730143683915e-16,4.695933729175339e-16
62,43,4.6390727147911273e-17,-5.762552717846394e-16
62,44,8.114386661552732e-18,1.3557905916604723e-15
62,45,-1.102909447480671e-15,-8.95516009271599e-16
62,46,1.246972374436586e-15,-4.1386937646718817e-16
62,47,-5.957507638654655e-16,6.916880558691626e-16
62,48,7.903703203667609e-16,-1.1275335387353425e-15
62,49,-2.4703483410860696e-16,-5.960309847865744e-16
62,50,1.1449520819525369e-15,-7.990901867048608e-16
62,51,2.9284431581392795e-16,2.034234992193045e-15
62,52,-4.2080405234632947e-16,-1.5811861462564547e-15
62,53,2.4848579973646696e-15,-2.238231448338772e-15
62,54,4.495883550768096e-16,1.2605187810389e-15
62,55,-1.3910970561488398e-15,-8.689336788008957e-16
62,56,2.409316951710044e-15,-1.3445366452396658e-15
62,57,1.6484636740934049e-15,1.825524130955051e-15
62,58,-1.737397061276995e-16,-6.497166663962328e-17
62,59,8.43166903279257e-16,-3.142062433839881e-16
62,60,7.747939045817868e-16,3.7671770863587436e-17
62,61,9.908226789187637e-16,5.064544344367031e-16
62,62,-7.001559581415491e-17,5.277169110325115e-16
63,0,6.802713614349086e-15,0.0
63,1,5.470492532522936e-14,4.106715677934412e-15
63,2,-4.1778146132396694e-15,-1.6032624659786348e-14
63,3,1.8377321258679134e-14,-1.799176484803702e-14
63,4,-1.4119432422990922e-16,7.55865031899738e-15
63,5,4.819142859085958e-15,4.171734368242713e-15
63,6,-1.802065558305882e-15,-1.5255935847343763e-15
63,7,2.0508451312933022e-15,1.2562978109107854e-15
63,8,3.0150060946904817e-15,9.619562207927094e-15
63,9,-4.062797936962765e-15,9.00368511280867e-16
63,10,1.1531094832874918e-14,-3.881196684052308e-15
63,11,1.0044501368711411e-15,1.0671624321101939e-14
63,12,-2.004541545524933e-15,-3.3413596902199013e-15
63,13,6.531335746028057e-15,-5.431031513686351e-17
63,14,-1.13978152990263e-15,5.53247699756003e-15
63,15,1.0167254508859722e-16,-5.158008214734122e-16
63,16,-1.4622226873981912e-15,3.456310322792991e-15
63,17,5.622008582495228e-17,4.892524440608335e-16
63,18,2.018004091292928e-15,3.2770496732906693e-15
63,19,-3.643602691065443e-15,6.018012690355177e-15
63,20,-1.3933004199295067e-17,-3.957538350681679e-15
63,21,4.545742654573363e-15,5.582576843834525e-15
63,22,-5.528700362459895e-15,1.8246903694891266e-15
63,23,8.530358098580814e-16,-2.7868837307448884e-15
63,24,-7.175457418147754e-17,2.824265526525602e-15
63,25,-1.5282131091764038e-15,1.4409591464111276e-15
63,26,5.913170036830832e-16,2.7980790206318355e-15
63,27,-3.848060402040969e-15,-1.2527995415218743e-15
63,28,2.2602259662371615e-15,-2.74853335593188e-15
63,29,-1.999191443279046e-15,4.991233932676056e-15
63,30,-4.5571312217966305e-15,-1.821937123243404e-15
63,31,1.585581093913561e-15,-1.8455004069728536e-15
63,32,-1.0386854138157466e-15,4.3608889461339055e-15
63,33,-3.962315944382693e-15,-5.391578707873686e-16
63,34,8.301409614716806e-16,1.143383184683661e-15
63,35,-1.8844633268127456e-15,-9.237494264148948e-16
63,36,4.1977963592593106e-16,2.7831263761724174e-16
63,37,-4.184127724962062e-15,5.792601925515674e-16
63,38,2.8301764102972306e-16,-7.708572913631404e-16
63,39,5.966094054801815e-16,1.7160337626039219e-15
63,40,-1.4609728924112427e-15,-2.306035587590674e-16
63,41,1.9323851512021664e-16,-1.7238444031812853e-15
63,42,-4.787779953859127e-16,4.623554404391406e-16
63,43,4.5675697996980067e-17,-5.673733390572203e-16
63,44,7.989318067856442e-18,1.3348935319419516e-15
63,45,-1.0859100932073111e-15,-8.817132497305986e-16
63,46,1.2277525507143745e-15,-4.0749032860470847e-16
63,47,-5.865683433895984e-16,6.810269355612078e-16
63,48,7.781881914406245e-16,-1.110154648633494e-15
63,49,-2.432272389588279e-16,-5.8684424521205095e-16
63,50,1.1273047165123445e-15,-7.867736568109602e-16
63,51,2.883306503604022e-16,2.0028809391594566e-15
63,52,-4.143181189980923e-16,-1.5568150217423427e-15
63,53,2.4465584057593184e-15,-2.203733158907125e-15
63,54,4.4265876376486126e-16,1.241090163960634e-15
63,55,-1.369655811139905e-15,-8.555406378039836e-16
63,56,2.372181688690504e-15,-1.3238130447499308e-15
63,57,1.6230555881742122e-15,1.7973869783469573e-15
63,58,-1.7106182280503812e-16,-6.397024591423146e-17
63,59,8.301710105220079e-16,-3.0936332245481583e-16
63,60,7.628518579315277e-16,3.7091128653587524e-17
63,61,9.755509394486794e-16,4.986483553665041e-16
63,62,-6.893643204361695e-17,5.195831093435547e-16
63,63,3.354627574606558e-16,-1.063947563956364e-15
64,0,6.699464212602158e-15,0.0
64,1,5.3874631543564595e-14,4.044385266729526e-15
64,2,-4.114405085236507e-15,-1.5789286633463398e-14
64,3,1.8098396180653298e-14,-1.771869162134512e-14
64,4,-1.390513221379132e-16,7.443927552805291e-15
64,5,4.745999457005344e-15,4.108417124244728e-15
64,6,-1.7747143862072414e-15,-1.5024386154291092e-15
64,7,2.019718062760682e-15,1.2372301263445984e-15
64,8,2.9692453008091243e-15,9.473559583189104e-15
64,9,-4.0011340951209975e-15,8.867030072759014e-16
64,10,1.135607958006902e-14,-3.822289127684612e-15
64,11,9.892049153910232e-16,1.050965383560368e-14
64,12,-1.974117257941262e-15,-3.2906456063124436e-15
64,13,6.432205230381582e-15,-5.3486010621862286e-17
64,14,-1.1224822920166756e-15,5.448506839096822e-15
64,15,1.0012939186333983e-16,-5.079721623151948e-16
64,16,-1.440029541213675e-15,3.403851555114256e-15
64,17,5.536679542399474e-17,4.818267276458501e-16
64,18,1.9873754735146708e-15,3.2273116661594367e-15
64,19,-3.588301259992044e-15,5.926673227133625e-15
64,20,-1.3721533537781369e-17,-3.897472105023989e-15
64,21,4.476748832962206e-15,5.4978462860000215e-15
64,22,-5.444787524550926e-15,1.7969958052749663e-15
64,23,8.400887063888461e-16,-2.7445853048151663e-15
64,24,-7.066550630697287e-17,2.781399731709081e-15
64,25,-1.5050183815707243e-15,1.4190887314204257e-15
64,26,5.823421841721922e-16,2.755610676188894e-15
64,27,-3.789655777516026e-15,-1.2337849525645915e-15
64,28,2.2259209826590477e-15,-2.706816999670336e-15
64,29,-1.9688483578284485e-15,4.915478587567782e-15
64,30,-4.4879645481709365e-15,-1.7942843469162323e-15
64,31,1.5615156534660171e-15,-1.8174899946953564e-15
64,32,-1.0229205803008496e-15,4.29470077472193e-15
64,33,-3.902177185942695e-15,-5.309747058385279e-16
64,34,8.175413486558804e-16,1.1260292820385353e-15
64,35,-1.8558615478554436e-15,-9.09729054391556e-16
64,36,4.1340835547345494e-16,2.74088497816328e-16
64,37,-4.120622378577375e-15,5.704683674465674e-16
64,38,2.7872209019858e-16,-7.591574670463237e-16
64,39,5.875542595950914e-16,1.689988353461215e-15
64,40,-1.4387987152135197e-15,-2.2710353202968047e-16
64,41,1.9030560301900126e-16,-1.697680446645201e-15
64,42,-4.715112567878159e-16,4.553379581039908e-16
64,43,4.498244692690503e-17,-5.587619287956963e-16
64,44,7.868058764931777e-18,1.3146329467722144e-15
64,45,-1.0694284986803698e-15,-8.683308892921113e-16
64,46,1.2091181169367807e-15,-4.0130557131059725e-16
64,47,-5.776655975190511e-16,6.706905275251675e-16
64,48,7.663771010776126e-16,-1.0933050780332847e-15
64,49,-2.395356140669488e-16,-5.779373117922808e-16
64,50,1.1101948476916318e-15,-7.748322590127894e-16
64,51,2.83954460380536e-16,1.9724818557257017e-15
64,52,-4.0802973169493835e-16,-1.5331861834966057e-15
64,53,2.409425328276718e-15,-2.170285605009356e-15
64,54,4.35940231260369e-16,1.2222532961741318e-15
64,55,-1.3488676152644962e-15,-8.425555168609056e-16
64,56,2.3361774771247425e-15,-1.3037206356549925e-15
64,57,1.598421371892122e-15,1.7701068162318572e-15
64,58,-1.684655014151292e-16,-6.299932607331438e-17
64,59,8.175709416313757e-16,-3.0466790533501726e-16
64,60,7.512735375114495e-16,3.6528171419062274e-17
64,61,9.60744340702663e-16,4.910800308283253e-16
64,62,-6.789013702510289e-17,5.11697043835171e-16
64,63,3.303712115012421e-16,-1.0477993096425438e-15
64,64,1.705864907434956e-15,6.191083353264457e-16
65,0,6.5993117316128e-15,0.0
65,1,5.306924206162276e-14,3.983924429013901e-15
65,2,-4.0528974983601496e-15,-1.555324742507135e-14
65,3,1.7827837338647526e-14,-1.7453809106945686e-14
65,4,-1.369725984586724e-16,7.332645845931465e-15
65,5,4.675049959357589e-15,4.046999053355078e-15
65,6,-1.7481836005823528e-15,-1.4799781693256146e-15
65,7,1.9895246370679227e-15,1.2187343686577222e-15
65,8,2.9248570819747524e-15,9.33193624347902e-15
65,9,-3.941319833311271e-15,8.7344739410129e-16
65,10,1.1186313833411685e-14,-3.7651484777687325e-15
65,11,9.744169676776942e-16,1.0352541584150036e-14
65,12,-1.9446055335895122e-15,-3.2414526692251786e-15
65,13,6.336048091301168e-15,-5.268643076114353e-17
65,14,-1.1057019372234337e-15,5.367055328900444e-15
65,15,9.863252484579454e-17,-5.003783203727755e-16
65,16,-1.4185020687660688e-15,3.3529662652842254e-15
65,17,5.4539099096322365e-17,4.746237423548857e-16
65,18,1.9576655477633716e-15,3.1790655288513576e-15
65,19,-3.534658571215614e-15,5.838073451259893e-15
65,20,-1.3516405846494886e-17,-3.8392075201978305e-15
65,21,4.409824450928194e-15,5.415657184279727e-15
65,22,-5.363391615603772e-15,1.7701319274312402e-15
65,23,8.275299456393349e-16,-2.703555601716356e-15
65,24,-6.960910454820245e-17,2.7398196777056877e-15
65,25,-1.4825193696996911e-15,1.3978743099852832e-15
65,26,5.736365604568065e-16,2.7144161512085317e-15
65,27,-3.733002974221707e-15,-1.215340697906996e-15
65,28,2.1926449620960562e-15,-2.666351907313964e-15
65,29,-1.939415399987219e-15,4.841995490983889e-15
65,30,-4.420872498743147e-15,-1.767461003550057e-15
65,31,1.5381720454049187e-15,-1.790319742513149e-15
65,32,-1.0076286060890176e-15,4.230497888633483e-15
65,33,-3.843842263323496e-15,-5.230369913520035e-16
65,34,8.053196557292651e-16,1.109195902131723e-15
65,35,-1.828117666778978e-15,-8.961292173099533e-16
65,36,4.07228178798354e-16,2.6999105924574576e-16
65,37,-4.0590218473500426e-15,5.619402492997087e-16
65,38,2.745553825404634e-16,-7.478085738552435e-16
65,39,5.787707188600544e-16,1.6647241650021023e-15
65,40,-1.4172896427862238e-15,-2.237084870749759e-16
65,41,1.8746066233662902e-16,-1.6723012665700532e-15
65,42,-4.644624808434829e-16,4.485309620897482e-16
65,43,4.430998962021067e-17,-5.504088140277988e-16
65,44,7.750436581892767e-18,1.2949800690149275e-15
65,45,-1.0534412623903258e-15,-8.553499269162376e-16
65,46,1.1910426148701216e-15,-3.9530632311310637e-16
65,47,-5.690298856266127e-16,6.606641555383819e-16
65,48,7.549202792168473e-16,-1.0769609029517423e-15
65,49,-2.3595471785304154e-16,-5.692975379543316e-16
65,50,1.0935981819211414e-15,-7.632490382315296e-16
65,51,2.7970953230977926e-16,1.942994579536388e-15
65,52,-4.0192996182531203e-16,-1.510266081944761e-15
65,53,2.3734060412520047e-15,-2.1378412958975452e-15
65,54,4.2942321820704567e-16,1.2039814320183393e-15
65,55,-1.3287029522544573e-15,-8.299598789550924e-16
65,56,2.301253196176218e-15,-1.284230889604516e-15
65,57,1.5745260481794768e-15,1.7436449106770341e-15
65,58,-1.6594705555253265e-16,-6.20575285494122e-17
65,59,8.053488063096939e-16,-3.0011332520311127e-16
65,60,7.400425037607373e-16,3.598209984116773e-17
65,61,9.463818594258977e-16,4.837387148826007e-16
65,62,-6.687522516916948e-17,5.040475174210121e-16
65,63,3.2543238424143383e-16,-1.0321354151713651e-15
65,64,1.6803633751794484e-15,6.098530823962936e-16
65,65,-3.9366729724235457e-16,7.807123627699817e-16
66,0,6.502118312151442e-15,0.0
66,1,5.228764826609355e-14,3.925249940843167e-15
66,2,-3.993207187822912e-15,-1.5324182128196545e-14
66,3,1.756527231020015e-14,-1.7196752695804572e-14
66,4,-1.3495529184275163e-16,7.224652019840295e-15
66,5,4.606196704627099e-15,3.987395614004239e-15
66,6,-1.7224366819797753e-15,-1.458181329767959e-15
66,7,1.960223293163686e-15,1.2007850785616814e-15
66,8,2.881780338096884e-15,9.194497245203749e-15
66,9,-3.883272817596683e-15,8.605834254929197e-16
66,10,1.1021563911472254e-14,-3.709696080576906e-15
66,11,9.600659382186542e-16,1.0200071302763048e-14
66,12,-1.9159657497757456e-15,-3.193713165204636e-15
66,13,6.242731969119033e-15,-5.1910474938302267e-17
66,14,-1.0894173674751987e-15,5.288010349504289e-15
66,15,9.717988360838366e-17,-4.930088427728022e-16
66,16,-1.3976106376315236e-15,3.30358441003704e-15
66,17,5.373585752339882e-17,4.676335733261915e-16
66,18,1.9288334185221732e-15,3.132244850876613e-15
66,19,-3.4826007859288313e-15,5.752091405726812e-15
66,20,-1.3317338768521396e-17,-3.78266439538645e-15
66,21,4.344877387500827e-15,5.335896405917166e-15
66,22,-5.284400594686578e-15,1.7440617580072658e-15
66,23,8.153422405582017e-16,-2.6637381443327346e-15
66,24,-6.858391477511234e-17,2.6994681298453087e-15
66,25,-1.4606851038218469e-15,1.3772866805945052e-15
66,26,5.6518814930329615e-16,2.6744387416987946e-15
66,27,-3.6780240099479035e-15,-1.1974413891541927e-15
66,28,2.16035210032534e-15,-2.6270823789300057e-15
66,29,-1.9108520554830025e-15,4.770683493926554e-15
66,30,-4.355762721749704e-15,-1.741430170989636e-15
66,31,1.5155181374077222e-15,-1.7639522507532914e-15
66,32,-9.927884418785993e-16,4.168191913019287e-15
66,33,-3.7872308788888354e-15,-5.153338011161548e-16
66,34,7.934590596121239e-16,1.0928598739267997e-15
66,35,-1.801193494314019e-15,-8.829311950840356e-16
66,36,4.0123059892819377e-16,2.6601468180832543e-16
66,37,-3.9992413385550905e-15,5.536640992126057e-16
66,38,2.705117826097616e-16,-7.367949901132689e-16
66,39,5.702466927891765e-16,1.6402064212377892e-15
66,40,-1.3964160680330132e-15,-2.2041375063796412e-16
66,41,1.8469977703101316e-16,-1.6476719286818456e-15
66,42,-4.576219649593134e-16,4.419250826112921e-16
66,43,4.365740044384923e-17,-5.42302496746139e-16
66,44,7.636289612580187e-18,1.27590784661347e-15
66,45,-1.037926378011863e-15,-8.427524943938774e-16
