n,m,r,q
90,15,7.181344934813838e-17,-3.643209298471994e-16
90,16,-1.0327985279178928e-15,2.4412644149023025e-15
90,17,3.9709424822798114e-17,3.455692545062101e-16
90,18,1.42535858100255e-15,2.314648861392438e-15
90,19,-2.5735529397002822e-15,4.2506484827214644e-15
90,20,-9.84117286000439e-18,-2.795292275238499e-15
90,21,3.2107533020778862e-15,3.943091018892602e-15
90,22,-3.9050369310079976e-15,1.2888170480158401e-15
90,23,6.025170695787165e-16,-1.9684343837621174e-15
90,24,-5.0681759505366095e-17,1.994837929532526e-15
90,25,-1.0794089457814607e-15,1.0177796432985893e-15
90,26,4.176595919349178e-16,1.9763418516290172e-15
90,27,-2.7179657057836204e-15,-8.848785711034805e-16
90,28,1.5964449675207692e-15,-1.941346710322683e-15
90,29,-1.4120708134535817e-15,3.525413127964876e-15
90,30,-3.218797285777943e-15,-1.2868723724926903e-15
90,31,1.1199291556624726e-15,-1.3035156136066615e-15
90,32,-7.33645275513742e-16,3.0801872538269573e-15
90,33,-2.7986667897935815e-15,-3.808185032714522e-16
90,34,5.863459583559436e-16,8.075955052294847e-16
90,35,-1.3310359404356934e-15,-6.524635788984279e-16
90,36,2.96499154178523e-16,1.9657804854846814e-16
90,37,-2.9553370989274428e-15,4.091436135580739e-16
90,38,1.9990129106148497e-16,-5.444726597500954e-16
90,39,4.213977262371006e-16,1.2120706094557383e-15
90,40,-1.0319157715266507e-15,-1.6288012631152306e-16
90,41,1.3648841292998672e-16,-1.2175874285831656e-15
90,42,-3.3817093189403754e-16,3.2657133716756204e-16
90,43,3.226170272111017e-17,-4.007476798221654e-16
90,44,5.643022783507772e-18,9.4286327698137e-16
90,45,-7.670010562558585e-16,-6.227725463539337e-16
90,46,8.671873565862253e-16,-2.878189588704653e-16
90,47,-4.1430551365193077e-16,4.810235968719514e-16
90,48,5.496506281085339e-16,-7.841254938466469e-16
90,49,-1.7179649619114626e-16,-4.14500388891205e-16
90,50,7.962389462035419e-16,-5.557147222252449e-16
90,51,2.0365398089650816e-16,1.4146767817147001e-15
90,52,-2.926415703153515e-16,-1.0996110760372152e-15
90,53,1.7280554745251836e-15,-1.556542913783504e-15
90,54,3.1265916164916183e-16,8.766079923384893e-16
90,55,-9.674166032921525e-16,-6.042862820505997e-16
90,56,1.6755216405462291e-15,-9.350368966638176e-16
90,57,1.1463981763119437e-15,1.2695320906548143e-15
90,58,-1.2082455039071862e-16,-4.5183525314001746e-17
90,59,5.863671826299279e-16,-2.1850979797861218e-16
90,60,5.388182543474369e-16,2.619824148700714e-17
90,61,6.890520731587711e-16,3.5220578357156788e-16
90,62,-4.8691246653575556e-17,3.669924390353079e-16
90,63,2.369443758892336e-16,-7.514884615770734e-16
90,64,1.223457376951264e-15,4.4402851403169396e-16
90,65,-2.866255989566484e-16,5.684296108905502e-16
90,66,5.550498438067813e-16,9.265564045806544e-18
90,67,4.428069567059486e-16,-2.8776884188821145e-16
90,68,6.251883643657267e-16,-3.52136346520365e-16
90,69,-3.484321447063064e-16,1.813639095949786e-17
90,70,-9.724865606514713e-17,-1.523220698684435e-16
90,71,5.314979545588503e-17,4.631526520548689e-16
90,72,3.56411122155583e-16,1.8645864761454068e-17
90,73,-1.4655527858705326e-16,-6.704865094270931e-16
90,74,4.546912099431357e-16,-1.5390969821141693e-16
90,75,-1.4477416654800097e-15,2.132682304412137e-16
90,76,5.454691665318084e-16,-1.000235772539832e-15
90,77,-2.1745640239195327e-16,1.4245886179014596e-15
90,78,-6.37849646888608e-16,-1.606676100394797e-15
90,79,8.140554854122258e-17,-6.642833803372265e-16
90,80,-6.116036232830196e-16,2.6785488307746306e-16
90,81,-4.0749759978863286e-16,-9.564270090920562e-16
90,82,6.012716387657818e-16,-3.1174175532946346e-16
90,83,-1.2411157744101187e-15,-7.49217435024699e-16
90,84,5.559509700770542e-16,-2.3501146954851393e-16
90,85,-9.151792284349723e-16,-1.4956036864975374e-17
90,86,1.0062653972022282e-15,-1.0085656519524782e-15
90,87,-1.425696014360099e-16,4.633983043197066e-18
90,88,-4.326232874320247e-16,-4.0483599178366935e-16
90,89,-1.443744551149517e-16,-6.199549180183493e-16
90,90,5.607092544278309e-16,1.5114374803747104e-16
91,0,4.753221551891573e-15,0.0
91,1,3.822366261340544e-14,2.8694621844251534e-15
91,2,-2.9191407407731166e-15,-1.1202385016699922e-14
91,3,1.2840681590437202e-14,-1.2571283943494013e-14
91,4,-9.865591041768228e-17,5.281412923761337e-15
91,5,3.367252393388244e-15,2.9148923256260565e-15
91,6,-1.2591470603133179e-15,-1.0659693642094935e-15
91,7,1.4329754022120438e-15,8.778058535081704e-16
91,8,2.1066581309756487e-15,6.721422214516643e-15
91,9,-2.838775790034465e-15,6.291093900289443e-16
91,10,8.057056578262418e-15,-2.7118865752123458e-15
91,11,7.018337547395316e-16,7.45652361577558e-15
91,12,-1.4006219600004196e-15,-2.334689330251141e-15
91,13,4.563603231095434e-15,-3.794793887163566e-17
91,14,-7.963930924496979e-16,3.865676315504124e-15
91,15,7.104108153714033e-17,-3.6040258639425197e-16
91,16,-1.0216905760585852e-15,2.41500813464671e-15
91,17,3.928234212721985e-17,3.418525890198153e-16
91,18,1.4100285683504733e-15,2.289754356386335e-15
91,19,-2.5458738702701574e-15,4.2049319199644515e-15
91,20,-9.735329104990107e-18,-2.7652283555225798e-15
91,21,3.176221017079868e-15,3.900682297316453e-15
91,22,-3.8630374886521856e-15,1.2749555664801568e-15
91,23,5.960368796652163e-16,-1.9472634837443612e-15
91,24,-5.013666718628083e-17,1.9733830541726245e-15
91,25,-1.0677996896853873e-15,1.0068332225054308e-15
91,26,4.1316758065160977e-16,1.9550859052348186e-15
91,27,-2.6887334485727605e-15,-8.753615275529191e-16
91,28,1.579274887039531e-15,-1.920467143575078e-15
91,29,-1.3968837133621467e-15,3.4874966144813115e-15
91,30,-3.184178486148773e-15,-1.273031806325793e-15
91,31,1.1078840967176145e-15,-1.2894960460991547e-15
91,32,-7.257547758839217e-16,3.0470592324284965e-15
91,33,-2.7685665765080904e-15,-3.7672272516262716e-16
91,34,5.800396919329582e-16,7.989096562943907e-16
91,35,-1.3167203863855008e-15,-6.454462044265973e-16
91,36,2.933102472989014e-16,1.9446381286663088e-16
91,37,-2.9235518655682398e-15,4.04743193301755e-16
91,38,1.9775131325100058e-16,-5.386167489119905e-16
91,39,4.168655105821268e-16,1.1990345510029262e-15
91,40,-1.020817313886431e-15,-1.6112831842934705e-16
91,41,1.3502045313028016e-16,-1.2044920356525949e-15
91,42,-3.345338368264555e-16,3.230589980289693e-16
91,43,3.191472174559713e-17,-3.9643755948904684e-16
91,44,5.582330960537665e-18,9.327225964831784e-16
91,45,-7.58751808625632e-16,-6.160745047928715e-16
91,46,8.578605855369101e-16,-2.8472340920331537e-16
91,47,-4.0984957614205737e-16,4.75850093218711e-16
91,48,5.437390271995198e-16,-7.756920695127997e-16
91,49,-1.6994879099240233e-16,-4.1004235545969935e-16
91,50,7.876752393005457e-16,-5.497379007880273e-16
91,51,2.0146364216673162e-16,1.3994616539206602e-15
91,52,-2.894941525109823e-16,-1.087784542045918e-15
91,53,1.7094698970845034e-15,-1.5398019877598099e-15
91,54,3.092964507020695e-16,8.671799004936932e-16
91,55,-9.570118469270095e-16,-5.977870639080351e-16
91,56,1.657501074850869e-15,-9.249803904294827e-16
91,57,1.1340684378297028e-15,1.2558780226389846e-15
91,58,-1.1952505852189472e-16,-4.469756758802246e-17
91,59,5.800606879356898e-16,-2.1615968200620986e-16
91,60,5.33023157754616e-16,2.591647423292046e-17
91,61,6.816411822150805e-16,3.4841774090619944e-16
91,62,-4.816756269278607e-17,3.6304536297415944e-16
91,63,2.343959923956811e-16,-7.434060549620565e-16
91,64,1.210298851568306e-15,4.3925289979067907e-16
91,65,-2.835428841107295e-16,5.623160383180696e-16
91,66,5.490801732680835e-16,9.165911077112216e-18
91,67,4.3804448055489117e-16,-2.846738312390899e-16
91,68,6.184643402054929e-16,-3.4834905066417686e-16
91,69,-3.4468468827118195e-16,1.7941330497816316e-17
91,70,-9.62027275895017e-17,-1.506838159656036e-16
91,71,5.2578158923398654e-17,4.581713539376962e-16
91,72,3.525778502443543e-16,1.844532480855257e-17
91,73,-1.4497904766178821e-16,-6.632752947828915e-16
91,74,4.498009163046652e-16,-1.5225436905263166e-16
91,75,-1.4321709183399205e-15,2.109744885614334e-16
91,76,5.396025380667322e-16,-9.894780395367375e-16
91,77,-2.1511761589683922e-16,1.4092668863543897e-15
91,78,-6.309894481377455e-16,-1.5893959820616847e-15
91,79,8.053001581162102e-17,-6.571388815697856e-16
91,80,-6.050257056923529e-16,2.649740509828404e-16
91,81,-4.0311488273503594e-16,-9.46140447979935e-16
91,82,5.948048437063021e-16,-3.08388911268273e-16
91,83,-1.2277673294798497e-15,-7.411594537481514e-16
91,84,5.499716077475969e-16,-2.324838748438693e-16
91,85,-9.053362953388263e-16,-1.479518173881917e-17
91,86,9.954428143967093e-16,-9.977183294534575e-16
91,87,-1.4103623725457123e-16,4.5841436416397734e-18
91,88,-4.279703386524614e-16,-4.0048190084909596e-16
91,89,-1.428216793762375e-16,-6.132871806057373e-16
91,90,5.546787158117382e-16,1.4951816721831537e-16
91,91,-2.132618350401076e-16,-4.60523897199242e-16
92,0,4.702644262669602e-15,0.0
92,1,3.7816938622525626e-14,2.838929288529437e-15
92,2,-2.888079233558716e-15,-1.1083184541657887e-14
92,3,1.2704048601733289e-14,-1.2437517516459153e-14
92,4,-9.760614901687688e-17,5.2252153436507625e-15
92,5,3.3314226942411465e-15,2.8838760242408564e-15
92,6,-1.245748937724835e-15,-1.0546267747158625e-15
92,7,1.4177276359182955e-15,8.684654429994376e-16
92,8,2.0842419535643995e-15,6.64990202308115e-15
92,9,-2.808569416819699e-15,6.22415267479767e-16
92,10,7.971324390863242e-15,-2.683030383647466e-15
92,11,6.943657988675656e-16,7.377181479628895e-15
92,12,-1.3857184548327726e-15,-2.3098467563861434e-15
92,13,4.5150436009596196e-15,-3.754414875608242e-17
92,14,-7.879189653063545e-16,3.824543069996143e-15
92,15,7.028515941394038e-17,-3.5656767450356704e-16
92,16,-1.010819140928423e-15,2.3893109178084095e-15
92,17,3.886435311547387e-17,3.3821506085552123e-16
92,18,1.3950249709094231e-15,2.265389919116598e-15
92,19,-2.518784159080896e-15,4.160188779853486e-15
92,20,-9.631739034458214e-18,-2.735804573614832e-15
92,21,3.1424240128249696e-15,3.85917656598022e-15
92,22,-3.821932321934019e-15,1.2613892313688956e-15
92,23,5.896946695829211e-16,-1.926543366381111e-15
92,24,-4.960318127799256e-17,1.9523850080291816e-15
92,25,-1.0564376243688952e-15,9.961198790315331e-16
92,26,4.087712157871437e-16,1.9342825523501814e-15
92,27,-2.6601236209464557e-15,-8.660471262212133e-16
92,28,1.5624704015235952e-15,-1.9000321562509053e-15
92,29,-1.3820199855074954e-15,3.4503874406282485e-15
92,30,-3.1502968093806792e-15,-1.2594859412415774e-15
92,31,1.0960955079105534e-15,-1.2757749910710776e-15
92,32,-7.180322851892683e-16,3.0146365914064962e-15
92,33,-2.7391072738137715e-15,-3.727141566540843e-16
92,34,5.738677020648566e-16,7.904087513171027e-16
92,35,-1.3027096471258962e-15,-6.385782478203001e-16
92,36,2.9018924040968937e-16,1.9239459467446626e-16
92,37,-2.892443421190881e-15,4.004364692568594e-16
92,38,1.956471139716002e-16,-5.328855254055501e-16
92,39,4.124297973999826e-16,1.1862760636041895e-15
92,40,-1.0099551708191285e-15,-1.5941381102124864e-16
92,41,1.3358374995238298e-16,-1.191675477159015e-15
92,42,-3.3097418482307385e-16,3.196214455814994e-16
92,43,3.1575128883252334e-17,-3.922192126508375e-16
92,44,5.522931421837113e-18,9.227978370308391e-16
92,45,-7.506782085938217e-16,-6.095190816822462e-16
92,46,8.487324053178408e-16,-2.816937717125464e-16
92,47,-4.054885169480482e-16,4.7078674670134785e-16
92,48,5.379532994063351e-16,-7.674382143708432e-16
92,49,-1.6814042816708305e-16,-4.0567924497159455e-16
92,50,7.792938756388338e-16,-5.438883411786354e-16
92,51,1.993199413553264e-16,1.3845704951449375e-15
92,52,-2.864137512884071e-16,-1.0762098252367776e-15
92,53,1.6912800541627716e-15,-1.5234175189044705e-15
92,54,3.060053404788857e-16,8.57952556858239e-16
92,55,-9.468286344589058e-16,-5.914262307563807e-16
92,56,1.6398642131280863e-15,-9.151380129554542e-16
92,57,1.1220012310413306e-15,1.2425146846828035e-15
92,58,-1.182532361613887e-16,-4.42219571459806e-17
92,59,5.73888474656815e-16,-2.1385960601867109e-16
92,60,5.273514536025055e-16,2.5640706524939212e-17
92,61,6.743880881099299e-16,3.447103553657829e-16
92,62,-4.765502930404449e-17,3.591823302660517e-16
92,63,2.319018705100413e-16,-7.354957434731637e-16
92,64,1.197420504873856e-15,4.3457897060144066e-16
92,65,-2.8052580815499304e-16,5.563326393551392e-16
92,66,5.432376122962771e-16,9.06837997521239e-18
92,67,4.333834097120443e-16,-2.816447212892756e-16
92,68,6.118834877317425e-16,-3.446423960314615e-16
92,69,-3.410170247762752e-16,1.7750423372678433e-17
92,70,-9.517906960846344e-17,-1.4908044468194656e-16
92,71,5.201869399596028e-17,4.532961204085316e-16
92,72,3.4882619850449937e-16,1.824905486458917e-17
92,73,-1.434363787277474e-16,-6.562176253576839e-16
92,74,4.450147495358985e-16,-1.5063428608893742e-16
92,75,-1.416931712264338e-15,2.087295863177787e-16
92,76,5.338608251390337e-16,-9.789493662068517e-16
92,77,-2.1282862815301615e-16,1.3942713936924224e-15
92,78,-6.242753205789795e-16,-1.5724838016814154e-15
92,79,7.967312541501548e-17,-6.501465074695438e-16
92,80,-5.9858784880530075e-16,2.621545591778469e-16
92,81,-3.9882548494635986e-16,-9.360729140853612e-16
92,82,5.884757432672974e-16,-3.0510745783973306e-16
92,83,-1.2147031071114062e-15,-7.33273047519748e-16
92,84,5.441195613480652e-16,-2.3001009910060656e-16
92,85,-8.957029434841714e-16,-1.4637751630054702e-17
92,86,9.848506720826948e-16,-9.871019742173443e-16
92,87,-1.3953552232165076e-16,4.535365448520201e-18
92,88,-4.234164630630021e-16,-3.962205196560924e-16
92,89,-1.4130196620778545e-16,-6.067614163906692e-16
92,90,5.487765827997143e-16,1.479271991759504e-16
92,91,-2.109925939805278e-16,-4.556236311190702e-16
92,92,1.7147389846332565e-16,-3.479429131517463e-16
93,0,4.653132482170663e-15,0.0
93,1,3.741878306160352e-14,2.8090396273229812e-15
93,2,-2.8576720972565695e-15,-1.0966495255884806e-14
93,3,1.2570294052019636e-14,-1.2306569138731544e-14
93,4,-9.657850287663346e-17,5.1702016745947795e-15
93,5,3.2963478172201883e-15,2.8535131414194143e-15
93,6,-1.2326330725825282e-15,-1.0435231388758017e-15
93,7,1.4028010934038895e-15,8.593218063595078e-16
93,8,2.0622980164201985e-15,6.579888543235381e-15
93,9,-2.7789993994604295e-15,6.158621696094314e-16
93,10,7.88739831832162e-15,-2.654782103742125e-15
93,11,6.870551699747085e-16,7.299510839512717e-15
93,12,-1.3711289209159417e-15,-2.2855275395369717e-15
93,13,4.467506973643705e-15,-3.71488652627111e-17
93,14,-7.79623362092036e-16,3.784276376107865e-15
93,15,6.954516225683873e-17,-3.5281355247201546e-16
93,16,-1.0001767336710723e-15,2.3641550626982694e-15
93,17,3.8455169853205547e-17,3.3465416427921766e-16
93,18,1.3803374533571184e-15,2.24153876598767e-15
93,19,-2.4922651452148927e-15,4.116388240795633e-15
93,20,-9.530331289738346e-18,-2.707000660758384e-15
93,21,3.109339008034652e-15,3.818545233400326e-15
93,22,-3.781693115301372e-15,1.2481086974269538e-15
93,23,5.834860704606032e-16,-1.9062597584894524e-15
93,24,-4.908093428538444e-17,1.9318293264662978e-15
93,25,-1.045314923001967e-15,9.856322329229923e-16
93,26,4.04467468877985e-16,1.9139174624548805e-15
93,27,-2.6321165148453502e-15,-8.569289508245357e-16
93,28,1.5460199350976257e-15,-1.8800276715808665e-15
93,29,-1.3674693909173894e-15,3.4140600435183296e-15
93,30,-3.117128915867931e-15,-1.2462254460858473e-15
93,31,1.0845552685978882e-15,-1.2623429966875415e-15
93,32,-7.1047248374358965e-16,2.982896996221158e-15
93,33,-2.7102685884850356e-15,-3.687900364182432e-16
93,34,5.678257371376742e-16,7.820869343958635e-16
93,35,-1.2889940712711893e-15,-6.318549780445151e-16
93,36,2.8713398358569947e-16,1.9036896857803327e-16
93,37,-2.8619903365481775e-15,3.9622047470949376e-16
93,38,1.9358724373240129e-16,-5.272750412414846e-16
93,39,4.0808753112179777e-16,1.1737863584953933e-15
93,40,-9.993218598693062e-16,-1.5773542303803712e-16
93,41,1.3217731371429236e-16,-1.1791289243356528e-15
93,42,-3.274895237952647e-16,3.1625631184556993e-16
93,43,3.1242690203400795e-17,-3.8808973347283763e-16
93,44,5.464783249661007e-18,9.13082161891502e-16
93,45,-7.427746946103646e-16,-6.03101761277697e-16
93,46,8.397965279247722e-16,-2.787279594133545e-16
93,47,-4.012193319269012e-16,4.658300694018292e-16
93,48,5.322894591940699e-16,-7.5935824270085e-16
93,49,-1.6637016201310433e-16,-4.014080518708418e-16
93,50,7.710890816634346e-16,-5.381620138912124e-16
93,51,1.9722140176053172e-16,1.3699930475193315e-15
93,52,-2.833982446939068e-16,-1.0648789522934615e-15
93,53,1.6734734155725067e-15,-1.5073782206732628e-15
93,54,3.0278356387767355e-16,8.489196051185396e-16
93,55,-9.36859951118009e-16,-5.851994008957904e-16
93,56,1.6225989061149699e-15,-9.055029842582243e-16
93,57,1.1101882433756803e-15,1.229432871367033e-15
93,58,-1.1700820720638368e-16,-4.3756366360637566e-17
93,59,5.678462910254405e-16,-2.1160798559421334e-16
93,60,5.217992349020969e-16,2.537074839874665e-17
93,61,6.672877945039146e-16,3.41081073094516e-16
93,62,-4.715329342550859e-17,3.554006798366538e-16
93,63,2.294602921407967e-16,-7.277520780426694e-16
93,64,1.1848134655379513e-15,4.3000350679851663e-16
93,65,-2.7757229275772744e-16,5.504752922998232e-16
93,66,5.375181362065607e-16,8.972903555195283e-18
93,67,4.288205333694984e-16,-2.786794254173648e-16
93,68,6.054412736829382e-16,-3.41013829269907e-16
93,69,-3.3742662772856417e-16,1.756353807651266e-17
93,70,-9.417697696880623e-17,-1.4751085152509858e-16
93,71,5.147101528264265e-17,4.485235931321549e-16
93,72,3.451535825871666e-16,1.8056919727780906e-17
93,73,-1.4192620910775169e-16,-6.493086394315829e-16
93,74,4.403294126558123e-16,-1.4904833331601476e-16
93,75,-1.4020135496304944e-15,2.0653197729524693e-16
93,76,5.282400725337194e-16,-9.686424998074584e-16
93,77,-2.105878623769078e-16,1.3795918101763052e-15
93,78,-6.177026391433941e-16,-1.5559279091923693e-15
93,79,7.883428707707723e-17,-6.433014412957078e-16
93,80,-5.922856178637335e-16,2.593944654378537e-16
93,81,-3.9462645164401153e-16,-9.262174723244133e-16
93,82,5.822799776081999e-16,-3.018951345940504e-16
93,83,-1.2019141079331997e-15,-7.255527837390521e-16
93,84,5.383907996595614e-16,-2.2758843824277605e-16
93,85,-8.8627253687611e-16,-1.44836380919633e-17
93,86,9.744816737964607e-16,-9.76709273101191e-16
93,87,-1.3806642286034633e-16,4.487614862673819e-18
93,88,-4.189585236978605e-16,-3.920489127254735e-16
93,89,-1.398142687456396e-16,-6.003731300595008e-16
93,90,5.42998789670384e-16,1.46369747962053e-16
93,91,-2.0877115888644836e-16,-4.508265986509391e-16
93,92,1.6966853587415252e-16,-3.44279596902443e-16
93,93,-2.4322129342809313e-16,-1.8349712026350304e-16
94,0,4.604652828774488e-15,0.0
94,1,3.702892748790471e-14,2.7797730487266176e-15
94,2,-2.827898830897669e-15,-1.0852238485630957e-14
94,3,1.2439327761877468e-14,-1.2178350522857652e-14
94,4,-9.557227914177936e-17,5.116334825513416e-15
94,5,3.262004114292236e-15,2.8237832060291133e-15
94,6,-1.2197906219640607e-15,-1.032650970443583e-15
94,7,1.388185710959358e-15,8.503687788049066e-16
94,8,2.040811524595871e-15,6.511334570791272e-15
94,9,-2.7500458013863912e-15,6.094456782164002e-16
94,10,7.805221776360916e-15,-2.6271226900622146e-15
94,11,6.798969391201066e-16,7.22345932866123e-15
94,12,-1.3568435217569503e-15,-2.2617152833055572e-15
94,13,4.420961299206727e-15,-3.6761821885180333e-17
94,14,-7.715006897807263e-16,3.744849085401657e-15
94,15,6.882059114812629e-17,-3.491376892115442e-16
94,16,-9.897561790083618e-16,2.3395236088435626e-15
94,17,3.805451646263095e-17,3.3116749847848923e-16
94,18,1.365956113138476e-15,2.218184816177395e-15
94,19,-2.46629894913637e-15,4.073500771779326e-15
94,20,-9.431037500135839e-18,-2.6787971969026625e-15
94,21,3.0769436962789017e-15,3.7787609052940035e-15
94,22,-3.742292738848951e-15,1.235105010709703e-15
94,23,5.774068963631938e-16,-1.8863989845422783e-15
94,24,-4.8569574101329265e-17,1.911702150520522e-15
94,25,-1.0344240864845968e-15,9.753632132440352e-16
94,26,4.0025343827035316e-16,1.8939769050853605e-15
94,27,-2.6046932474385035e-15,-8.480008537457821e-16
94,28,1.5299123965987118e-15,-1.860440202227116e-15
94,29,-1.3532221193523582e-15,3.3784899306496997e-15
94,30,-3.0846524432956353e-15,-1.233241380424439e-15
94,31,1.0732555981689702e-15,-1.2491910068869088e-15
94,32,-7.030702746099822e-16,2.951819047538761e-15
94,33,-2.6820310770271624e-15,-3.649477187515906e-16
94,34,5.619097235637343e-16,7.739385948309643e-16
94,35,-1.2755644115646596e-15,-6.25271862165133e-16
94,36,2.8414241692478114e-16,1.8838556886839397e-16
94,37,-2.832172079692028e-15,3.920923671698985e-16
94,38,1.9157031373652684e-16,-5.217815137432268e-16
94,39,4.038357841234281e-16,1.161557014921133e-15
94,40,-9.889102118916657e-16,-1.5609202288416576e-16
94,41,1.3080019617460066e-16,-1.1668439180994816e-15
94,42,-3.240775043298171e-16,3.12961327995148e-16
94,43,3.0917181570661765e-17,-3.840463377953089e-16
94,44,5.407847239598125e-18,9.035690206043489e-16
94,45,-7.350359380019643e-16,-5.968182169209874e-16
94,46,8.310469286487782e-16,-2.75823972708493e-16
94,47,-3.970391427270039e-16,4.609767194504472e-16
94,48,5.267436879126712e-16,-7.514467068589793e-16
94,49,-1.6463679898921333e-16,-3.9722589645194987e-16
94,50,7.63055325573348e-16,-5.325550581459371e-16
94,51,1.951666085139835e-16,1.355719482699633e-15
94,52,-2.804455996255601e-16,-1.0537842837634165e-15
94,53,1.656037975798219e-15,-1.4916732791193329e-15
94,54,2.9962894872603257e-16,8.400749551166196e-16
94,55,-9.270990758613967e-16,-5.791023760997453e-16
94,56,1.6056935132702833e-15,-8.960688082500736e-16
94,57,1.098621510330879e-15,1.2166237627276131e-15
94,58,-1.1578913223879816e-16,-4.3300481323371184e-17
94,59,5.619300633064364e-16,-2.0940330265497223e-16
94,60,5.163627582603139e-16,2.51064178443329e-17
94,61,6.603355142675357e-16,3.3752744717327344e-16
94,62,-4.666201677896652e-17,3.5169786203783447e-16
94,63,2.270696111374521e-16,-7.201698377696831e-16
94,64,1.1724692336966078e-15,4.255234235323279e-16
94,65,-2.746803466124505e-16,5.447400480367145e-16
94,66,5.319178888382984e-16,8.879417445358529e-18
94,67,4.2435277516433804e-16,-2.7577594437429408e-16
94,68,5.991333546171575e-16,-3.374609039427959e-16
94,69,-3.3391107642595226e-16,1.738054860831625e-17
94,70,-9.319577404392896e-17,-1.459739782506941e-16
94,71,5.09347535298529e-17,4.4385055439569695e-16
94,72,3.415575263570057e-16,1.7868789857599988e-17
94,73,-1.4044752062171762e-16,-6.425436788577329e-16
94,74,4.3574174673667283e-16,-1.474954414595879e-16
94,75,-1.387406372378769e-15,2.0438017983130936e-16
94,76,5.22736490651078e-16,-9.585504912873047e-16
94,77,-2.0839380780902423e-16,1.3652182386002066e-15
94,78,-6.112669724259047e-16,-1.5397171423517285e-15
94,79,7.801293523982018e-17,-6.365990679971235e-16
94,80,-5.861147638045389e-16,2.5669190886429854e-16
94,81,-3.9051495177376943e-16,-9.165674780034215e-16
94,82,5.762133694464633e-16,-2.987497757324252e-16
94,83,-1.1893917094010624e-15,-7.179934572829331e-16
94,84,5.327814602609528e-16,-2.252172595485817e-16
94,85,-8.7703871738635e-16,-1.433273721877637e-17
94,86,9.643288285964593e-16,-9.6653321918263e-16
94,87,-1.3662794838072074e-16,4.440859689905461e-18
94,88,-4.145935149442798e-16,-3.879642674943083e-16
94,89,-1.383575839607984e-16,-5.941180145292239e-16
94,90,5.373414409448471e-16,1.4484476351854634e-16
94,91,-2.0659603203142887e-16,-4.461295655601945e-16
94,92,1.6790080803856373e-16,-3.406926464785816e-16
94,93,-2.406872404972677e-16,-1.8158531637146748e-16
94,94,2.714817940564348e-16,7.465187516058336e-17
95,0,4.557173304010715e-15,0.0
95,1,3.664711458147853e-14,2.7511102356519977e-15
95,2,-2.798739782959893e-15,-1.0740338816952131e-14
95,3,1.2311063288424875e-14,-1.2052777039528222e-14
95,4,-9.458681366523223e-17,5.063579242176122e-15
95,5,3.2283689172679935e-15,2.7946665951479697e-15
95,6,-1.2072131093489405e-15,-1.0220030933621397e-15
95,7,1.3738718418597515e-15,8.416004509867261e-16
95,8,2.019768296165112e-15,6.444194857441509e-15
95,9,-2.721689512088641e-15,6.031615581649976e-16
95,10,7.724740525244295e-15,-2.600033886311189e-15
95,11,6.728863815909828e-16,7.14897675009807e-15
95,12,-1.3428528284327438e-15,-2.238394270669977e-15
95,13,4.375375855680198e-15,-3.6382763159699095e-17
95,14,-7.635455870905066e-16,3.706235174321146e-15
95,15,6.811096784248727e-17,-3.455376585084048e-16
95,16,-9.795505989660047e-16,2.315400298519843e-15
95,17,3.76621284968173e-17,3.2775276211732234e-16
95,18,1.3518714580055839e-15,2.1953126551640425e-15
95,19,-2.4408684321387286e-15,4.031498065394963e-15
95,20,-9.33379212785987e-18,-2.6511755666566933e-15
95,21,3.045216695382921e-15,3.73979732244621e-15
95,22,-3.7037051867848456e-15,1.2223695882745096e-15
95,23,5.714531347976458e-16,-1.8669479356507665e-15
95,24,-4.8068763208073776e-17,1.8919901954672776e-15
95,25,-1.0237579264380511e-15,9.653060420394e-16
95,26,3.9612634253896875e-16,1.8744477186926164e-15
95,27,-2.57783571829516e-15,-8.392569420911353e-16
95,28,1.5141371544204554e-15,-1.84125681969257e-15
95,29,-1.3392687670550525e-15,3.3436536243544577e-15
95,30,-3.0528459559196768e-15,-1.2205251742653841e-15
95,31,1.0621890383986686e-15,-1.2363103408407012e-15
95,32,-6.958207720404472e-16,2.9213822326957418e-15
95,33,-2.6543761015764268e-15,-3.6118466757394943e-16
95,34,5.56115756542327e-16,7.659583543990931e-16
95,35,-1.2624118039048134e-15,-6.188245550677897e-16
95,36,2.81212565875748e-16,1.8644308642404324e-16
95,37,-2.8029689694048203e-15,3.8804942192538496e-16
95,38,1.895949927311693e-16,-5.164013169674269e-16
95,39,3.9967175008529867e-16,1.1495799610355831e-15
95,40,-9.78713354790681e-16,-1.5448252585115522e-16
95,41,1.2945148838178511e-16,-1.1548123498651384e-15
95,42,-3.207358743602229e-16,3.097343192118162e-16
95,43,3.0598388136586303e-17,-3.8008635681871013e-16
95,44,5.352085811651442e-18,8.942521341234674e-16
95,45,-7.274568308861047e-16,-5.906643012266933e-16
95,46,8.224778324115841e-16,-2.7297989485297735e-16
95,47,-3.9294519025973155e-16,4.562234934461112e-16
95,48,5.213123251358455e-16,-7.436983849216526e-16
95,49,-1.629391950079123e-16,-3.931300183285123e-16
95,50,7.55187304774844e-16,-5.270637731323735e-16
95,51,1.9315420537164554e-16,1.3417403795739152e-15
95,52,-2.775538672219563e-16,-1.0429184967307954e-15
95,53,1.6389622267666494e-15,-1.476292328366037e-15
